epoch,steps,cos_sim-Accuracy@1,cos_sim-Accuracy@3,cos_sim-Accuracy@5,cos_sim-Accuracy@10,cos_sim-Precision@10,cos_sim-Recall@10,cos_sim-Precision@25,cos_sim-Recall@25,cos_sim-Precision@50,cos_sim-Recall@50,cos_sim-Precision@100,cos_sim-Recall@100,cos_sim-MRR@36,cos_sim-NDCG@36,cos_sim-MAP@100,dot_score-Accuracy@1,dot_score-Accuracy@3,dot_score-Accuracy@5,dot_score-Accuracy@10,dot_score-Precision@10,dot_score-Recall@10,dot_score-Precision@25,dot_score-Recall@25,dot_score-Precision@50,dot_score-Recall@50,dot_score-Precision@100,dot_score-Recall@100,dot_score-MRR@36,dot_score-NDCG@36,dot_score-MAP@100
0,-1,0.2847380410022779,0.3906605922551253,0.4157175398633257,0.4692482915717539,0.158883826879271,0.2560173889272441,0.0948519362186788,0.3254663972493509,0.0598861047835991,0.3818871732998404,0.0350569476082004,0.430460017845103,0.3493713631344196,0.3029871841865234,0.2379713761621498,0.2847380410022779,0.3906605922551253,0.4157175398633257,0.4692482915717539,0.158883826879271,0.2560173889272441,0.0948974943052392,0.3256087662698521,0.0598861047835991,0.3818871732998404,0.0350569476082004,0.430460017845103,0.349373115368518,0.302995524414985,0.237973144444286
1,-1,0.3291571753986332,0.4350797266514806,0.4851936218678815,0.5330296127562643,0.1842824601366742,0.2873730065470009,0.1152164009111617,0.388985475041077,0.0728929384965831,0.4607830659316173,0.0428246013667426,0.5261389444381893,0.3986908049476729,0.3558276156714087,0.2762236449544497,0.3291571753986332,0.4350797266514806,0.4851936218678815,0.5330296127562643,0.1842824601366742,0.2873730065470009,0.1151708428246013,0.3886058243197406,0.0728929384965831,0.4607830659316173,0.0428246013667426,0.5261389444381893,0.3986890527135744,0.3558253704956315,0.2762215771309352
2,-1,0.3542141230068337,0.4931662870159453,0.5375854214123007,0.5968109339407744,0.2100227790432801,0.335683702499232,0.1309339407744874,0.4546038895339703,0.0820501138952164,0.5322534446491268,0.0468678815489749,0.591040203445953,0.4397498653864971,0.4045470208753267,0.3139673836625882,0.3542141230068337,0.4931662870159453,0.5364464692482915,0.5968109339407744,0.2100227790432801,0.335683702499232,0.1309339407744874,0.4546038895339703,0.0820501138952164,0.5322534446491268,0.0468678815489749,0.591040203445953,0.4397119003143634,0.404532661545083,0.3139557513357449
3,-1,0.3667425968109339,0.4851936218678815,0.5375854214123007,0.5899772209567198,0.2174259681093393,0.3423039345919757,0.1349886104783599,0.4656730430593556,0.0841685649202733,0.548778673087206,0.0485421412300683,0.6142177872986039,0.4459643808554038,0.4152776661416805,0.3268961379196858,0.3667425968109339,0.4851936218678815,0.5364464692482915,0.5899772209567198,0.2174259681093393,0.3423039345919757,0.1349886104783599,0.4656730430593556,0.0841685649202733,0.548778673087206,0.0485421412300683,0.6142177872986039,0.4459105970032145,0.4152650453344647,0.3268955018131073
4,-1,0.3804100227790433,0.4954441913439635,0.5455580865603644,0.6070615034168565,0.2235763097949886,0.3558462500298985,0.1382687927107061,0.4790989527418476,0.086127562642369,0.5593607214650147,0.0494874715261959,0.6323947803733501,0.4577388887090663,0.4262987511234005,0.3392206076254363,0.3804100227790433,0.4954441913439635,0.5455580865603644,0.6070615034168565,0.2234624145785876,0.3556564246692303,0.1382687927107061,0.4790989527418476,0.086127562642369,0.5593607214650147,0.0494874715261959,0.6323947803733501,0.4577326307301432,0.4262814825287105,0.3391938652929959
5,-1,0.3724373576309795,0.5034168564920274,0.5489749430523918,0.6195899772209568,0.2235763097949886,0.3574070907393972,0.139134396355353,0.481920421147111,0.0867881548974943,0.5660479063186062,0.0497038724373576,0.6343219380710788,0.4561973012340531,0.4270039527684219,0.3366374245109454,0.3724373576309795,0.5034168564920274,0.5489749430523918,0.6195899772209568,0.2235763097949886,0.3574070907393972,0.1391799544419134,0.4821482115799128,0.0867881548974943,0.5660479063186062,0.0497038724373576,0.6343219380710788,0.456176962802553,0.4269971866469677,0.3366249264876572
6,-1,0.4031890660592255,0.5227790432801822,0.5683371298405467,0.6207289293849658,0.2335990888382688,0.3770930657844975,0.141002277904328,0.4983513845841792,0.0878587699316628,0.5802719361373747,0.049624145785877,0.6403000417665589,0.4806519828531246,0.4460742406085838,0.3573941922130876,0.4031890660592255,0.5227790432801822,0.5683371298405467,0.6207289293849658,0.2335990888382688,0.3770930657844975,0.141002277904328,0.4983513845841792,0.0878587699316628,0.5802719361373747,0.049624145785877,0.6403000417665589,0.4806519828531246,0.4460924012911057,0.3574159137312258
7,-1,0.3929384965831435,0.520501138952164,0.5671981776765376,0.6343963553530751,0.2373576309794988,0.388117029770826,0.1444646924829157,0.5099092088693365,0.0897949886104783,0.5909460642902767,0.050751708428246,0.6474901372054794,0.4763828501347413,0.4509666472712972,0.3586023618005369,0.3940774487471526,0.520501138952164,0.5671981776765376,0.6343963553530751,0.2372437357630979,0.3879543223188247,0.1444646924829157,0.5099092088693365,0.0897949886104783,0.5909460642902767,0.050751708428246,0.6474901372054794,0.4769509235662976,0.451015718683748,0.3586067244176942
8,-1,0.4111617312072892,0.5353075170842825,0.5774487471526196,0.6321184510250569,0.238382687927107,0.3859939068082236,0.1458314350797266,0.5131616934760035,0.0900911161731207,0.5962462035757035,0.0508542141230068,0.6545414080262388,0.4907003320685001,0.4581873354205702,0.3662179985092536,0.4111617312072892,0.5341685649202733,0.5785876993166287,0.6321184510250569,0.238382687927107,0.3859939068082236,0.1458314350797266,0.5131616934760035,0.0900911161731207,0.5962462035757035,0.0508542141230068,0.6545414080262388,0.4906433844602997,0.4581265701063514,0.3661595804411372
9,-1,0.4248291571753986,0.5580865603644647,0.5956719817767654,0.6412300683371298,0.2460136674259681,0.4028189665012113,0.145375854214123,0.5207515818921421,0.0892710706150341,0.5986856319350766,0.0504328018223234,0.653677815058412,0.504866457229082,0.4702041993461462,0.3820592668415796,0.4259681093394077,0.5580865603644647,0.5956719817767654,0.6412300683371298,0.2458997722095672,0.4027240538208773,0.1453302961275626,0.5206702281661414,0.0892710706150341,0.5986856319350766,0.0504328018223234,0.653677815058412,0.5054088154024197,0.4703628548874027,0.3822013473008301
